title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Gran Torino;Gran Torino;2008;8.1;Drama;Walt Kowalski, um ranzinza veterano da guerra da Coreia, tenta dar uma lição em seu vizinho quando este tentar roubar seu bem mais precioso: um Gran Torino de 1972.;Em um subúrbio marcado pela indiferença, Walt Kowalski, um veterano rabugento da Guerra da Coreia, se vê em uma batalha inesperada quando seu amado Gran Torino de 1972 se torna o alvo de um jovem vizinho. Determinado a proteger seu tesouro e ensinar uma lição de moral, ele se vê envolto em um jogo perigoso de rivalidade e redenção. À medida que os laços se formam entre gerações, Walt descobre que a verdadeira luta vai muito além de um carro. Prepare-se para uma jornada emocionante de coragem, amizade e transformação, onde o passado pode se tornar a chave para um futuro inesperado.;4
Prenda-me se for Capaz;Catch Me If You Can;2002;8.1;Biografia;Um agente do FBI persegue Frank Abagnale, que antes de seus 19 anos consegue ganhar milhões de dólares fingindo ser um piloto, um médico e um advogado.;Em uma emocionante corrida contra o tempo, um implacável agente do FBI lança-se na captura de Frank Abagnale, um jovem prodígio que, antes mesmo de completar 19 anos, acumula uma fortuna colossal ao se disfarçar de piloto, médico e advogado. À medida que a trama se desenrola, os limites entre a astúcia e o crime se dissipam, revelando uma mente brilhante que desafia as autoridades. Prepare-se para uma jornada eletrizante, onde cada identidade falsa esconde um novo risco e cada passo pode ser o último. Quem conseguirá sair vitorioso nesta batalha de gênio e determinação?;2
Meu Amigo Totoro;My Neighbor Totoro;1988;8.1;Animação;Quando duas meninas se mudam para o campo para ficar perto de sua mãe doente, elas têm aventuras com os maravilhosos espíritos da floresta que moram nas proximidades.;Em uma busca desesperada por amor e conexão, duas irmãs deixam a agitação da cidade para se estabelecerem no coração do campo, onde a fragilidade da vida se entrelaça com a magia da natureza. Ao se depararem com os misteriosos espíritos da floresta, elas embarcam em aventuras extraordinárias que revelam segredos antigos e laços familiares profundos. Mas, à medida que a saúde de sua mãe se deteriora, essas experiências encantadoras se tornam um poderoso lembrete do que realmente importa. Prepare-se para uma jornada tocante onde a esperança e o sobrenatural se encontram em um mundo de pura maravilha.;1
Menina de Ouro;Million Dollar Baby;2004;8.1;Drama;Uma mulher determinada se prepara para se tornar numa pugilista profissional.;Em um mundo repleto de desafios e superações, uma mulher destemida se lança em uma jornada intensa para se transformar em uma pugilista profissional. Com cada soco, ela não apenas enfrenta adversários no ringue, mas também suas próprias limitações e medos. Em meio a treinos árduos e batalhas emocionais, ela descobrirá que a verdadeira luta acontece dentro de si. A força de seu espírito será testada, e o desejo de vencer nunca foi tão vital.;1
Klaus;Klaus;2019;8.2;Animação;Um simples ato de bondade sempre provoca outro, mesmo em um lugar gelado e distante. Quando o novo carteiro de Smeerensburg faz amizade com o fabricante de brinquedos Klaus, seus presentes derreteram uma antiga inimizade.;Em um canto remoto e gélido do mundo, onde o frio congelou não apenas a terra, mas também os corações, um ato inesperado de bondade lança uma onda de transformação. Ao cruzar os caminhos do solitário carteiro de Smeerensburg e do enigmático fabricante de brinquedos Klaus, um laço improvável se forma, derretendo anos de rivalidade e rancor. Juntos, eles descobrirão que os presentes mais valiosos não são feitos de madeira ou metal, mas sim de amizade e esperança. Prepare-se para uma jornada mágica que redefine o significado do verdadeiro espírito natalino.;1
Filhos do Paraíso;Children of Heaven;1997;8.2;Drama;Depois que uma criança perde o par de sapatos de sua irmã, ele embarca em uma série de aventuras para encontrá-los. Quando não consegue, ele tenta uma nova maneira de procurá-los.;Quando um garotinho perde os preciosos sapatos de sua irmã, uma jornada épica se inicia, repleta de desafios e encontros inesperados. Determinado a restaurar a alegria perdida, ele se lança em uma busca frenética que o leva a lugares inimagináveis. Mas, quando a esperança parece escorregar por entre seus dedos, ele descobre que às vezes, a verdadeira solução está em olhar para o mundo de uma nova maneira. Prepare-se para uma história de coragem, amor e a mágica de reencontrar o que realmente importa.;0
Harry Potter e as Relíquias da Morte - Parte 2;Harry Potter and the Deathly Hallows: Part 2;2011;8.1;Aventura;Harry, Ron e Hermione devem escapar a Voldemort e tentar trabalhar em conjunto para localizar e aniquilar os Horcruxes, que contêm pedaços da alma de Voldemort.;Em uma batalha épica contra as forças do mal, Harry, Ron e Hermione se veem forçados a abandonar tudo o que conhecem para escapar das garras de Voldemort. Unidos por um vínculo inquebrável, eles embarcam em uma jornada desesperada para localizar e destruir os Horcruxes, os fragmentos sombrios da alma do terrível bruxo. Cada passo os aproxima do confronto final, mas também os leva a confrontar seus próprios medos e traições. A luta pela liberdade e pela luz começa agora, e o destino do mundo mágico está em suas mãos.;3
Blade Runner: O Caçador de Androides;Blade Runner;1982;8.1;Ação;Um corredor deberá perseguir é acabar com quatro replicantes que roubaram uma nave no espaço, e deberá regresar á Terra e encontrar seu criador.;Em um futuro distópico, um corredor destemido se vê em uma caçada implacável, perseguindo quatro replicantes traiçoeiros que ousaram roubar uma nave estelar. Com o destino da humanidade em jogo, ele deve retornar à Terra, enfrentando perigos inimagináveis, enquanto busca seu criador e a verdade por trás de sua própria existência. A tensão aumenta e o tempo se esgota, à medida que segredos obscuros são revelados. Prepare-se para uma jornada épica que desafiará os limites da realidade e da moralidade.;1
12 Anos de Escravidão;12 Years a Slave;2013;8.1;Biografia;Solomon Northup, um homem preto livre de Nova Iorque, é raptado e vendido como escravo.;Em um mundo onde a liberdade é apenas uma ilusão, Solomon Northup, um homem negro livre de Nova Iorque, é cruelmente arrancado de sua vida e lançado nas garras da escravidão. Lutando contra a opressão e a desumanização, ele se vê em uma jornada desesperadora pela sobrevivência e dignidade. Em meio à escuridão e à brutalidade, a coragem de Solomon brilha como uma chama indomável. Sua luta não é apenas pela liberdade, mas pela esperança de um amanhã.;3
Antes do Amanhecer;Before Sunrise;1995;8.1;Drama;Um jovem e uma mulher se conhecem num trem em Europa é passam uma noite juntos em Viena.;Em uma viagem encantadora pelo coração da Europa, um jovem solitário e uma mulher enigmática se cruzam em um trem e são rapidamente atraídos um pelo outro. Na mágica cidade de Viena, sob a luz suave das estrelas, eles se entregam a uma noite de paixão e descobertas. Mas, à medida que o amanhecer se aproxima, eles enfrentam a dura realidade de um futuro incerto. Será essa conexão fugaz o suficiente para mudar suas vidas para sempre?;1
Em Busca do Ouro;The Gold Rush;1925;8.1;Aventura;Um garimpeiro vai ao Klondike em busca de ouro e encontra muito mais que isso.;Em meio à brutalidade das terras geladas do Klondike, um garimpeiro destemido embarca em uma jornada implacável em busca do ouro que transformará sua vida. Contudo, ao escavar a terra, ele descobre não apenas riquezas, mas também os segredos sombrios e os perigos que habitam nas sombras. A luta pela sobrevivência e pela verdade se entrelaçam em uma saga épica, onde cada escolha pode custar tudo. Prepare-se para uma aventura que desafiará os limites da coragem e revelará o verdadeiro valor da vida.;1
O Grande Hotel Budapeste;The Grand Budapest Hotel;2014;8.1;Aventura;As aventuras de Gustave H, um lendário porteiro dum famoso hotel da ficcional República de Zubrowka entre a primeira y a segunda guerra mundial.;Em meio ao tumulto da Europa entre as duas grandes guerras, conheça Gustave H, o icônico porteiro de um renomado hotel na mágica República de Zubrowka. Sua vida é um emaranhado de intrigas, elegância e mistérios, onde cada hóspede traz consigo segredos que podem mudar destinos. Em uma jornada repleta de reviravoltas inesperadas, Gustave se torna o guardião não apenas das chaves do hotel, mas também das histórias que moldam o futuro de todos ao seu redor. Prepare-se para uma odisséia de lealdade, amor e traição que transcende o tempo.;3
Ben-Hur;Ben-Hur;1959;8.1;Aventura;Quando um príncipe de Jerusalém é traído e enviado à escravidão por um amigo romano, ele recupera sua liberdade e retorna para se vingar.;Em meio aos ecos de uma Jerusalém antiga, um príncipe destemido é brutalmente traído por aquele que considerava um irmão. Encarcerado nas profundezas da escravidão, sua alma clama por justiça. Após conquistar sua liberdade, ele retorna, não apenas para vingar sua honra, mas para desafiar um império. Prepare-se para uma jornada épica de traição, redenção e um fogo que arde por vingança.;3
Garota Exemplar;Gone Girl;2014;8.1;Drama;Desde que o desaparecimento de sua esposa se tornou o foco de um intenso circo da mídia, um homem vê como esta se concentra nele quando suspeitam que pode não ser inocente.;No momento em que sua amada esposa desaparece, a vida de um homem se transforma em um pesadelo sob os holofotes da mídia. À medida que os rumores se espalham e as suspeitas se voltam contra ele, ele se vê lutando não apenas para desvendar o mistério, mas também para limpar seu nome. Em meio a um turbilhão de intrigas e revelações, a verdade pode ser mais sombria do que ele jamais imaginou. Prepare-se para uma jornada intensa onde cada passo pode ser seu último.;1
Sindicato de Ladrões;On the Waterfront;1954;8.1;Policial;Um ex-lutador que virou lutador enfrenta seus chefes corruptos.;Em um mundo implacável onde a corrupção reina suprema, um ex-lutador, agora à beira da ruína, decide retomar sua antiga paixão para lutar contra aqueles que o traíram. Com cada golpe, ele desafia não apenas seus chefes, mas também os fantasmas de seu passado. Prepare-se para uma batalha épica onde a honra e a vingança se entrelaçam em um ringue de tensões. A luta pela justiça começa agora!;3
